Article ID,Article Title,Date (Article Created Date),URL
360001676407_en-us,Acid Reflux and Your Teeth,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001676407
360001676207_en-us,Am I a Good Invisalign Candidate?,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001676207
360001677227_en-us,Are Lasers the Dental Drill of the Future?,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001677227
360001676287_en-us,A Toothache or A Sinus Pain? How to Tell,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001676287
360001659908_en-us,A Whiter Smile Can Transform Your Life,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001659908
360001678607_en-us,Back To School Is Quickly Approaching,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001678607
360001678207_en-us,Be Wary Of Charcoal Tooth Whitening,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001678207
360001675967_en-us,Dental Implants - (Almost) As Good As a Real Tooth,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001675967
360001660048_en-us,Dental Veneers Not Just For Hollywood Smiles,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001660048
360001658688_en-us,Digital Impressions - The Modern Way To Create Tooth Models,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001658688
360001676447_en-us,Do I Grind My Teeth?,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001676447
360001676487_en-us,Do You Grind Your Teeth? Here are the Four Ways to Tell if You Have Bruxism,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001676487
360001657948_en-us,Five Advantages of Invisalign Braces You Didn’t Think About,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001657948
360001658048_en-us,Five Common Dental Emergencies and How to Handle Them,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001658048
360001658148_en-us,How Acid Reflux Can Damage Your Teeth,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001658148
360001657568_en-us,How Dental Implants are Better Than Other Tooth Replacement Options,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001657568
360001676507_en-us,How Do I Know If I Grind My Teeth?,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001676507
360001677307_en-us,"How Lasers Can be Used to Treat Gum Disease (and other problems, too!)",07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001677307
360001676907_en-us,How to Ensure Your Dentures Stand the Test of Time,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001676907
360001676247_en-us,How to Get Straighter Teeth Without Braces,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001676247
360001676547_en-us,How Your Dentist Can Help Treat Sleep Apnea,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001676547
360001660108_en-us,Is Teeth Whitening Safe?,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001660108
360001658068_en-us,Is That Pain My Sinuses or My Teeth?,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001658068
360001658228_en-us,Is There a Link Between TMJ and Migraines?,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001658228
360001677367_en-us,Lasers Can Now Identify Cavities Before They Become a Problem,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001677367
360001678667_en-us,New Year’s Resolutions for Your Teeth?! YES!!!,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001678667
360001657608_en-us,Options for Replacing Missing Teeth,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001657608
360001678467_en-us,Restoring Your Smile with Veneers,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001678467
360001675667_en-us,Teaching Your Child to Brush,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001675667
360001659028_en-us,Tired of Waiting Weeks for a Permanent Crown? Wait no More!,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001659028
360001658108_en-us,Tooth Knocked Out? Don’t Panic!,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001658108
360001660248_en-us,Tooth Whitening Safe or Not?,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001660248
360001658408_en-us,What is an Implant-Supported Denture?,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001658408
360001657188_en-us,When and How to Start Brushing Your Child’s Teeth,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001657188
360001657228_en-us,When Should I Start Brushing My Child’s Teeth?,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001657228
360001657288_en-us,Why Does my Child get Canker Sores?,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001657288
360001657308_en-us,Why Treat Baby Teeth? They’re Going to Fall Out Anyway…,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001657308
360001657688_en-us,Wisdom Teeth,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001657688
360001657828_en-us,Wisdom Teeth - Do They Really Need to Come Out?,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001657828
360001678587_en-us,Working on Your Bikini Body? Don’t Forget Your Teeth,07/06/2018,https://help.yapicentral.com/hc/en-us/articles/360001678587
360001651248_en-us,Are Baby Teeth Important?,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001651248
360001648348_en-us,Common Treatments to Replace Missing Teeth,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001648348
360001651268_en-us,Dental Health for Babies,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001651268
360001648868_en-us,Do I Really Need a Crown?,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001648868
360001649128_en-us,Fractured Tooth? What can you do now?,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001649128
360001651308_en-us,How to Ease Your Child’s Fear of the Dentist,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001651308
360001647928_en-us,Overcome Dental Anxiety with Conscious Sedation,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001647928
360001647968_en-us,Proper Brushing Techniques,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001647968
360001667367_en-us,Sip and Snack All Day = Increased Chance of Tooth Decay,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001667367
360001648128_en-us,Smoking and Your Teeth and Mouth,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001648128
360001648148_en-us,What Diseases Can Your Dentist Find? You May Be Surprised,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001648148
360001648188_en-us,What Fluoride Varnish is and How You Can Benefit,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001648188
360001648208_en-us,What Mouth Rinse is Right for Me?,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001648208
360001648308_en-us,Which Sweets Are the Worst for Your Teeth?,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001648308
360001649148_en-us,Why Do I Need a Filling If My Tooth Doesn’t Hurt?,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001649148
360001668407_en-us,Worried About What Your Crown Will Look Like? Never Fear!,07/05/2018,https://help.yapicentral.com/hc/en-us/articles/360001668407
360001656687_en-us,3 Benefits of Digital X-Rays,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001656687
360001656887_en-us,3 Reasons Your Teeth Might Be Sensitive (And What Can Be Done About It),07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001656887
360001638508_en-us,5 Oral Health Myths Busted,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001638508
360001656947_en-us,Aging and Dental Care,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001656947
360001638608_en-us,Are All Toothpastes Created Equal?,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001638608
360001638648_en-us,Bottled Water or Tap Water? Which Is Better for Me?,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001638648
360001656987_en-us,Choosing the Right Toothpaste for Your Smile,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001656987
360001657007_en-us,Dental Sealants,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001657007
360001657027_en-us,Do I Have Gum Disease?,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001657027
360001657047_en-us,Dry Mouth: What Causes It and What You Can Do About It,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001657047
360001657067_en-us,Dry Mouth: Why its Such a Big Deal,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001657067
360001638728_en-us,Halitosis: A Stinky Subject,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001638728
360001657127_en-us,Healthy Snacks for Your Teeth,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001657127
360001638768_en-us,How Prescription Medications Can Affect Your Dental Health,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001638768
360001657207_en-us,Ice Ice Baby,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001657207
360001655427_en-us,Informed Consent for Fillings,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001655427
360001637768_en-us,Informed Consent for Inlays and Onlays,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001637768
360001638908_en-us,Is Baking Soda Safe for My Teeth?,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001638908
360001657267_en-us,Is Fluoride Really Safe for Me?,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001657267
360001639008_en-us,Is This The Time for a Check Up?,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001639008
360001639068_en-us,Know How to Prevent Cavities? Follow These 5 Tips,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001639068
360001657427_en-us,My Medications and My Dental Health,07/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001657427
360001632528_en-us,Test Newsletter,07/02/2018,https://help.yapicentral.com/hc/en-us/articles/360001632528
360001632668_en-us,"The Transition File (see this article if YAPI is stuck ""Updating Cache"")",07/02/2018,https://help.yapicentral.com/hc/en-us/articles/360001632668
360001633287_en-us,How to Create a Postcard Template,06/28/2018,https://help.yapicentral.com/hc/en-us/articles/360001633287
360001633787_en-us,How to Generate Postcards from YAPI,06/28/2018,https://help.yapicentral.com/hc/en-us/articles/360001633787
360001616408_en-us,Postcard Types,06/28/2018,https://help.yapicentral.com/hc/en-us/articles/360001616408
360001596808_en-us,Birthday Card,06/26/2018,https://help.yapicentral.com/hc/en-us/articles/360001596808
360001615007_en-us,End of Year Dental Benefits,06/26/2018,https://help.yapicentral.com/hc/en-us/articles/360001615007
360001596868_en-us,How do I Import Postcards to YAPI?,06/26/2018,https://help.yapicentral.com/hc/en-us/articles/360001596868
360001614587_en-us,Recall Due: Back to School,06/26/2018,https://help.yapicentral.com/hc/en-us/articles/360001614587
360001596908_en-us,Recall Due: Fall (Adults),06/26/2018,https://help.yapicentral.com/hc/en-us/articles/360001596908
360001614967_en-us,Recall Due: New Year's Resolutions,06/26/2018,https://help.yapicentral.com/hc/en-us/articles/360001614967
360001614727_en-us,Recall Due: School Under Way,06/26/2018,https://help.yapicentral.com/hc/en-us/articles/360001614727
360001596988_en-us,Recall Due: Summer (Adults),06/26/2018,https://help.yapicentral.com/hc/en-us/articles/360001596988
360001597168_en-us,Recall Due: Summer (Kids),06/26/2018,https://help.yapicentral.com/hc/en-us/articles/360001597168
360001597228_en-us,Recall Due: Winter Holidays (Adults),06/26/2018,https://help.yapicentral.com/hc/en-us/articles/360001597228
360001619507_en-us,Using YAPI's Care Call List,06/26/2018,https://help.yapicentral.com/hc/en-us/articles/360001619507
360001525727_en-us,"Server Lacks Resources (Crashing, Documents Missing, Corrupted Configuration Files)",06/13/2018,https://help.yapicentral.com/hc/en-us/articles/360001525727
360001446668_en-us,How to Move the Keyboard on your iPad,06/01/2018,https://help.yapicentral.com/hc/en-us/articles/360001446668
360001430587_en-us,Attn:Serious Error Occurred [COM class error: 80070008],05/30/2018,https://help.yapicentral.com/hc/en-us/articles/360001430587
360001419428_en-us,How to Send Appointment Reminders Manually,05/29/2018,https://help.yapicentral.com/hc/en-us/articles/360001419428
360001396567_en-us,Enabling and Using The Phone Assistant,05/24/2018,https://help.yapicentral.com/hc/en-us/articles/360001396567
360001316028_en-us,Managing and Repairing your Open Dental Lists,05/16/2018,https://help.yapicentral.com/hc/en-us/articles/360001316028
360001311927_en-us,Merging Two Documents,05/16/2018,https://help.yapicentral.com/hc/en-us/articles/360001311927
360001303887_en-us,Dentrix G7 Plugin Installation,05/15/2018,https://help.yapicentral.com/hc/en-us/articles/360001303887
360001304087_en-us,Version 1.4.327 - Known Issues,05/15/2018,https://help.yapicentral.com/hc/en-us/articles/360001304087
360001307988_en-us,"What's the Difference between the Huddle, Daily Activity, and KPI Reports?",05/15/2018,https://help.yapicentral.com/hc/en-us/articles/360001307988
360001277988_en-us,Domain Setups: UAC Prevents Running YAPI as a Regular User,05/11/2018,https://help.yapicentral.com/hc/en-us/articles/360001277988
360001267507_en-us,Red Bar Across the Top of the Dashboard,05/10/2018,https://help.yapicentral.com/hc/en-us/articles/360001267507
360001252428_en-us,Filing Online Forms,05/08/2018,https://help.yapicentral.com/hc/en-us/articles/360001252428
360001248787_en-us,Red Bar Across the Bottom of the Dashboard,05/08/2018,https://help.yapicentral.com/hc/en-us/articles/360001248787
360001227468_en-us,Informed Consent for Nonsurgical Periodontal Treatment,05/04/2018,https://help.yapicentral.com/hc/en-us/articles/360001227468
360001211967_en-us,Organizing the Dashboard Layout,05/03/2018,https://help.yapicentral.com/hc/en-us/articles/360001211967
360001204468_en-us,Reset your POP account password,05/02/2018,https://help.yapicentral.com/hc/en-us/articles/360001204468
360001205767_en-us,Version 1.4.171 - Known Issues,05/02/2018,https://help.yapicentral.com/hc/en-us/articles/360001205767
360001205747_en-us,Version 1.4.299 - Known Issues,05/02/2018,https://help.yapicentral.com/hc/en-us/articles/360001205747
360001187288_en-us,How Secure is my Patient’s Health Information on the Practice Online Portal?,04/30/2018,https://help.yapicentral.com/hc/en-us/articles/360001187288
360001180047_en-us,Log In and Out of the Practice Online Portal,04/30/2018,https://help.yapicentral.com/hc/en-us/articles/360001180047
360001182867_en-us,Practice Online Portal Features,04/30/2018,https://help.yapicentral.com/hc/en-us/articles/360001182867
360001182988_en-us,What Are The Requirements For Setting Up My Practice Online Portal?,04/30/2018,https://help.yapicentral.com/hc/en-us/articles/360001182988
360001179827_en-us,What is the Practice Online Portal URL?,04/30/2018,https://help.yapicentral.com/hc/en-us/articles/360001179827
360001183128_en-us,What YAPI Version Is My Practice On?,04/30/2018,https://help.yapicentral.com/hc/en-us/articles/360001183128
360001164607_en-us,Changing Patient Status in Dentrix,04/27/2018,https://help.yapicentral.com/hc/en-us/articles/360001164607
360001158408_en-us,Form Fields Visual Guide,04/26/2018,https://help.yapicentral.com/hc/en-us/articles/360001158408
360001156787_en-us,How To Preview Your Form on an iPad,04/26/2018,https://help.yapicentral.com/hc/en-us/articles/360001156787
360001160948_en-us,Where is the Form Builder?,04/26/2018,https://help.yapicentral.com/hc/en-us/articles/360001160948
360001147788_en-us,Installing CallerIDBox for Analog Phone Assistant Configuration,04/25/2018,https://help.yapicentral.com/hc/en-us/articles/360001147788
360001149648_en-us,SOP: Cancellation Requests,04/25/2018,https://help.yapicentral.com/hc/en-us/articles/360001149648
360001137887_en-us,Caller ID Box Order Form Link,04/24/2018,https://help.yapicentral.com/hc/en-us/articles/360001137887
360001135908_en-us,Form Field > Appointment Reminder Preferences,04/24/2018,https://help.yapicentral.com/hc/en-us/articles/360001135908
360001136187_en-us,Form Field > Data Row,04/24/2018,https://help.yapicentral.com/hc/en-us/articles/360001136187
360001137087_en-us,Form Field > Images,04/24/2018,https://help.yapicentral.com/hc/en-us/articles/360001137087
360001135748_en-us,Form Field > Separator,04/24/2018,https://help.yapicentral.com/hc/en-us/articles/360001135748
360001064187_en-us,Error [23000][Sybase]... No primary key value for foreign key,04/18/2018,https://help.yapicentral.com/hc/en-us/articles/360001064187
360001069948_en-us,Using Special Characters with YAPI,04/18/2018,https://help.yapicentral.com/hc/en-us/articles/360001069948
360001052688_en-us,Installing a USB Modem for Analog Phone Assistant Integration,04/17/2018,https://help.yapicentral.com/hc/en-us/articles/360001052688
360001022227_en-us,Zendesk Custom Fields Instantiantion Bug,04/13/2018,https://help.yapicentral.com/hc/en-us/articles/360001022227
360001008188_en-us,What are Forms?,04/11/2018,https://help.yapicentral.com/hc/en-us/articles/360001008188
360000997887_en-us,What is the Form Builder?,04/11/2018,https://help.yapicentral.com/hc/en-us/articles/360000997887
360000995608_en-us,Antivirus Quarantines YAPI Executables,04/10/2018,https://help.yapicentral.com/hc/en-us/articles/360000995608
360000985447_en-us,License Update Procedure,04/10/2018,https://help.yapicentral.com/hc/en-us/articles/360000985447
360000997628_en-us,YAPI Cheat Sheet,04/10/2018,https://help.yapicentral.com/hc/en-us/articles/360000997628
360000958288_en-us,A Markdown Here Test,04/05/2018,https://help.yapicentral.com/hc/en-us/articles/360000958288
360000962788_en-us,Using Enhanced Email Templates,04/05/2018,https://help.yapicentral.com/hc/en-us/articles/360000962788
360000939027_en-us,Activating the YAPI Practice Online Portal,04/04/2018,https://help.yapicentral.com/hc/en-us/articles/360000939027
360000916188_en-us,Article Style Guide,04/02/2018,https://help.yapicentral.com/hc/en-us/articles/360000916188
360000905188_en-us,Merge Tags,03/30/2018,https://help.yapicentral.com/hc/en-us/articles/360000905188
360000869547_en-us,Preparing in Advance with Treatment Plans and Consents,03/28/2018,https://help.yapicentral.com/hc/en-us/articles/360000869547
360000880808_en-us,YAPI Service System Requirements,03/28/2018,https://help.yapicentral.com/hc/en-us/articles/360000880808
360000881148_en-us,YAPI Workstation System Requirements,03/28/2018,https://help.yapicentral.com/hc/en-us/articles/360000881148
